PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
-1.9414371475634449,0.024390791860698445,-0.25587904134724454,-0.06505789794004987,-0.31928884621135706,1.1272130503252593,0.12005379914734805,0.8535766325639771,-1.332604832514878,-0.5963064634015364,-0.02909997361825592,-0.2556017101252288,0.5511713596072783,0.046338369705826686,-0.4655980074879301,-0.059796757344638504,0.4123819388815859,-0.2833446925367101,0.8144964890817992,1.145074025831617,-0.24176619270216906,-0.23124394427850503,0.7171848933065245,0.842885237142474,0.4991825943611042,0.0259990033096057,-0.12164360952091088,0.2143576832309363,0.05126145563338748,0.1965689302918382,0.4557352323624113,-0.03235945796020702,-0.0012612882503281089,0.014927308778422606,-0.09087464265973642
10.402376435304706,-0.3152988231048637,-1.9304583319606088,-2.5431363806331793,2.0445761442319355,-0.99267401847956,-0.10867221227086785,-0.7837630868695523,0.8553480066969146,1.5805282934567437,0.0859768580842893,0.48678808008979635,-1.164960623117661,0.49073913037190176,-1.177982436420961,0.10733849488034071,-0.6548660120192877,0.596774482472611,1.5711855259537277,-0.5640226723742151,-0.7916008028994811,-0.2056910320246811,0.2706892207595137,0.12382618174161224,0.8555680617876346,-0.49976234147020404,0.2777357972954221,-0.1564242705128979,-0.34405910396280104,0.3170084955781828,0.3833687462485415,-0.026389427484713495,-0.0010389399455466358,0.23951366808661587,-0.1628106578628481
-1.4462497995380748,-0.013956257232517262,0.034113939145125775,-0.015304534735045932,-0.396176156050181,1.5919984733031067,0.1618801859330423,0.9500354906786783,-2.0930027821200192,-0.092379492825399,0.07240525654302246,-0.14743668052050704,-0.6268796727969342,0.006279204580849435,-0.49277825608363846,0.011871623488719781,-0.23180082395032503,-0.6756313495241056,0.9369863464631337,-0.4755152330015461,1.8992272149250968,1.8016908633134263,0.005295492421702964,0.6516987041404382,0.35011667594220675,-0.1766110685620655,-0.23860212990501586,-0.20533758428010201,0.29434183110707646,0.08263264826902231,0.3243003344961934,-0.02680208583031352,-0.00040462307805415906,0.33593054533963157,-0.1342837101347
9.9231812599352,-0.34728634184909235,-1.1409259568006715,-2.0385702568373345,1.0459617132841839,-1.3072757457014628,-0.13500865050384622,-2.075330697849711,0.26059926262087313,-0.013306886770644292,-0.04347916772586915,0.20429384327670777,0.027193803830658256,0.48358575615480903,-0.6468047648879677,-0.12476963545343459,1.1856629075287988,-1.3175612009534992,-0.07107970736941942,-0.9847125217011552,-0.6202551213278024,0.9049353187165088,1.0262992628200442,1.8846745693028255,0.17403867390780203,-1.493273330304693,3.8081003477567563,0.7355710861085568,1.2447718577376436,0.27888789480405224,-0.5383682307641321,0.07928415035485627,-0.0005990074663230002,0.7633060545729992,-0.6608900954632146
4.942557623355542,0.4274934082024882,-7.414913112421281,-2.4269970904412217,-0.2300926645328272,-0.8052402296560657,0.08948846703792324,3.4528829626031095,1.0027429581131033,0.30275667521866395,0.09237022057361745,-0.2517449285951276,1.5297495423258134,-0.22401831825524482,1.5831336950492418,-0.03381370598719243,0.10592564009036738,-0.06617988785049742,-0.8922733601352182,-0.06849218086459317,-0.09399421006145713,0.13968308882875244,-0.23019402747780468,-0.6652873706796074,-0.41853809189764135,-0.04027306255465512,-0.6673647855226033,-0.06062918578789246,-0.030619937409682964,-0.17051440849758337,-0.22154235611757986,0.031348398742396,-0.0007078840330486238,0.22219762465984613,-0.1350987255503074
15.990032677068143,-0.5956848360040725,0.43660934836893817,-0.18592612725860408,0.4776329214548693,-0.7986884225995124,-0.17358976715328123,-4.320652837096887,-1.30556534848602,-2.3727161360757427,-0.048133739358727404,-0.49484492688663817,2.0855975339457093,-0.8560395628411539,2.8436491373100536,-0.32612185403005467,1.4452452087460066,2.295193936206505,-7.827076788555955,6.499460826886108,7.256071142035857,-0.5036174954703034,-0.5418037017246683,1.7192861277018399,-0.8886214256893631,0.21898653587365377,-0.5518457010613784,-0.1269929496563203,-0.6287120819096719,0.171993202463042,0.48254314721882163,-0.08009826779469613,-0.0017104623435964836,0.26165968460587113,0.5499306074714266
8.587683478689874,-0.3749282866279868,-0.40884062809368815,-2.0000465630268485,1.8400675815725616,-0.5911122997806053,-0.1107125053249314,-1.504476989851721,0.4224259506969449,1.3118982034093052,0.05361277596799247,0.48656199584971005,-1.469899441904916,0.5256949353197388,-1.4641608228171494,0.11688707118102315,-0.7017670525990702,0.5163802841317885,1.9200123219000658,-0.5563404760032422,-0.780857167601664,-0.4503414743318221,0.4218054368079833,0.41746096038861263,1.2153609060694497,-0.6378232495447834,0.5023016576232929,0.20956843361230115,-0.2689228604803944,-0.1579639332902286,-0.5233474918991339,0.0406685530495131,-0.0010204248192108745,0.0721751326485247,-0.15648855218596358
4.92914571089563,0.4288101114426396,-7.426326438901136,-2.429807390491491,-0.22827744890786486,-0.8067563032272357,0.08945259983741458,3.4579856654700656,1.0073953670159561,0.30875338733397245,0.09261749112800673,-0.2503220051676585,1.5251514871758705,-0.22251320977673897,1.5772669457389947,-0.0332532457992356,0.10191869406666938,-0.06460084284871873,-0.8893886105366764,-0.06997228997801017,-0.09672093855368337,0.14056507875157073,-0.22787993221814914,-0.6625305281336304,-0.4182923851972835,-0.04452640676415159,-0.6574102090258572,-0.05941434662138591,-0.027422448970803728,-0.16863585695058014,-0.22166554148981973,0.03142429176680557,-0.0007042369836708903,0.2175616793459497,-0.13601805292932787
9.590871120208398,-0.33043142072094467,-1.2988344277830022,-2.2165849054868176,2.10891030951512,-0.5844142589925936,-0.09807170237027787,-0.9905541956503512,0.573348903615929,1.200909122618847,0.016767304183128703,0.44706534004154724,-1.7920691939118663,0.5989292617687605,-1.751822687646146,0.14190280732250327,-0.9381484440155697,0.5007989830505172,1.4635383026239694,-0.7045259444565302,-0.8204990735542455,0.08554479512236002,0.27801339434263256,0.226317197353531,0.24423822820294538,-0.1644191620373754,0.16796249615702247,0.10620157027349658,0.13006959497874,-0.13934292561573797,-0.28284867040310574,0.01576010298841457,0.00032713582963232615,0.019182837931307577,-0.03517170806935699
9.087009198475215,-0.3397383074138038,-0.9886757553702668,-2.103725417570731,2.05526473293355,-0.46433176169489476,-0.09645599713690162,-1.1168462558336487,0.47536190697442726,1.1399366531769957,0.01111803842434284,0.44080138230735344,-1.851277583123729,0.6056008220902445,-1.7845806062968117,0.14511672085749983,-0.9583201191673373,0.5200492967154353,1.514872955871474,-0.6959057736018832,-0.8273074027711422,0.0260568967563595,0.28859123855575225,0.22568267446635956,0.26803232760776335,-0.2042058310102147,0.22087798707167652,0.15287647217623518,0.12157960917004992,-0.21899376174349444,-0.40733398246822283,0.037103926759437064,-0.00013062402855686315,-0.06528455548352385,-0.06234639090082559
